articleName,wordCount,NoOfEditors,NoOfRevisions,NoOfEditSessions,startTime,endTime,durationInHours,durationinDays,subjectivity,readingScore,authority,totalRefs,NoOfValidUrlRefs,totalUrlRefs,verifiability,vandalisim,volatility,Speed1 (Edit sessions),Speed2 (No of days),Speed4 (No of edits),Speed5 (edits/edit sessions),Speed6 (edits/durationindays),Speed8(Edit sessions/durationindays)
Alpina Comune,647,7,13,11,2014-07-14T00:16:21Z,2017-08-16T20:55:17Z,27116.64888888890,1129.86037037037,0.24980255516840900,-1.18,0.0,0,0,0,1,0,0.0,58.8181818181818,0.572637130186195,49.7692307692308,1.18181818181818,0.0115058465106963,0.00973571627828152
And the Band Played On (film),1672,155,219,177,2007-10-12T20:53:27Z,2019-02-19T07:37:07Z,99538.72777777780,4147.44699074074,0.4475021342822390,3.6,0.004186602870813400,7,5,6,0.8333333333333330,9,0.0410958904109589,9.44632768361582,0.40313957085715,7.63470319634703,1.23728813559322,0.0528035681924138,0.0426768564842796
Arthur Ashe,6666,1293,2536,1862,2003-09-17T04:49:01Z,2019-03-04T23:15:10Z,135546.43583333300,5647.76815972221,0.3632996134493140,-4.56,0.0084008400840084,56,32,43,0.7441860465116280,382,0.15063091482649800,3.58002148227712,1.18028924195923,2.62854889589905,1.36197636949517,0.449026930334324,0.329687754054618
Fly Hornbill,174,11,25,18,2017-11-24T16:26:43Z,2019-02-11T09:13:03Z,10648.772222222200,443.698842592592,0.546875,-194.14,0.022988505747126400,4,1,4,0.25,0,0.0,9.66666666666667,0.392157885703047,6.96,1.38888888888889,0.0563445238079091,0.0405680571416945
Phelan Beale,483,53,70,64,2009-02-07T22:25:12Z,2019-02-14T03:34:06Z,87797.14833333330,3658.21451388889,0.23948051948051900,20.96,0.0,0,0,0,1,2,0.02857142857142860,7.546875,0.132031623122763,6.9,1.09375,0.0191350178438787,0.0174948734572605
26th Regiment Alabama Infantry,529,13,44,20,2015-03-01T20:24:20Z,2017-05-23T04:03:40Z,19519.655555555600,813.318981481483,0.25770089285714300,25.12,0.0,0,0,0,1,0,0.0,26.45,0.650421313217616,12.0227272727273,2.2,0.0540993152770796,0.024590597853218
Arthur L. Andrews,1068,57,111,89,2005-06-30T17:12:39Z,2018-03-09T16:58:26Z,111239.76305555600,4634.99012731483,0.48325068870523400,-9.78,0.0,0,0,0,1,0,0.0,12,0.230421202777992,9.62162162162162,1.24719101123596,0.0239482710752407,0.019201766898166
Friedrich Schleiermacher,5681,308,577,444,2003-02-04T20:34:04Z,2019-02-14T23:19:56Z,140498.76444444400,5854.11518518517,0.37580370858020700,20.25,0.0019362788241506800,11,1,1,1.0,13,0.022530329289428100,12.795045045045,0.97042846276355,9.84575389948007,1.29954954954955,0.0985631443433495,0.0758440833421961
Comptroller of the Household,1695,94,182,149,2004-10-15T01:04:26Z,2019-01-26T20:12:30Z,125203.13444444400,5216.79726851850,0.7461830023489220,-23.88,0.0035398230088495600,6,1,1,1.0,1,0.005494505494505500,11.3758389261745,0.32491199346172,9.31318681318681,1.22147651006711,0.0348873054926448,0.0285615852659565
Juan Almeida Bosque,984,129,226,163,2006-08-02T01:20:05Z,2019-01-28T04:59:51Z,109491.66277777800,4562.15261574075,0.32525767882910700,-25.2,0.011178861788617900,11,6,9,0.6666666666666670,10,0.04424778761061950,6.03680981595092,0.215687655122478,4.35398230088496,1.38650306748466,0.0495380183513008,0.035728747748947
The Three Musketeers,3058,1310,2166,1658,2003-04-27T00:41:13Z,2019-03-07T08:16:37Z,139039.59,5793.32,0.3834870234316730,15.61,0.004251144538914320,13,10,12,0.8333333333333330,335,0.15466297322253,1.84439083232811,0.52784965778452,1.4118190212373,1.30639324487334,0.373879123205125,0.286191868085917
Journal of Differential Geometry,424,23,40,27,2010-01-16T04:06:35Z,2018-05-16T00:36:50Z,73004.50416666670,3041.85434027778,0.11666666666666700,-31.23,0.0047169811320754700,2,1,1,1.0,1,0.025,15.7037037037037,0.139388659866363,10.6,1.48148148148148,0.0131498735722984,0.00887616466130143
Big Bayou Canot rail accident,1021,227,353,286,2004-12-09T08:07:34Z,2019-03-01T14:49:49Z,124686.70416666700,5195.27934027779,0.3318025846702320,-28.76,0.005876591576885410,6,5,6,0.8333333333333330,12,0.0339943342776204,3.56993006993007,0.196524562612914,2.89235127478754,1.23426573426573,0.0679462983372758,0.0550499754234019
Alabama International Airport Authority,544,13,16,15,2007-01-04T04:02:26Z,2018-04-01T10:54:26Z,98526.86666666670,4105.28611111111,0.24297764882871300,19.03,0.0,0,0,0,1,0,0.0,36.2666666666667,0.132512079615509,34,1.06666666666667,0.00389741410633851,0.00365382572469235
1961 Alabama Crimson Tide football team,5743,43,68,60,2008-11-11T04:22:46Z,2019-02-27T22:10:32Z,90257.7961111111,3760.7415046296,0.285336818267332,-192.58,0.010447501305937700,60,15,59,0.2542372881355930,2,0.029411764705882400,95.7166666666667,1.52709246113569,84.4558823529412,1.13333333333333,0.0180815405462697,0.0159543004820027
2018–19 Southern Africa drought,835,3,14,5,2019-02-15T00:37:14Z,2019-03-05T04:31:38Z,435.9066666666670,18.1627777777778,0.24194258373205700,-26.86,0.01437125748502990,12,2,12,0.16666666666666700,0,0.0,167,45.9731440981249,59.6428571428571,2.8,0.770807206435627,0.275288288012724
Paul Bevilaqua,1831,30,65,54,2010-01-10T22:45:54Z,2018-09-17T01:56:54Z,76107.18333333330,3171.13263888889,0.4200929940620660,-18.24,0.0010922992900054600,2,2,2,1.0,1,0.015384615384615400,33.9074074074074,0.577396220374292,28.1692307692308,1.2037037037037,0.020497408150917,0.0170286160023003
A. C. Bilbrew,1453,6,58,10,2019-02-14T15:03:32Z,2019-03-03T14:27:20Z,407.39666666666700,16.97486111111110,0.28030509173366300,-0.03,0.0013764624913971100,2,1,2,0.5,0,0.0,145.3,85.5971657434606,25.051724137931,5.8,3.41681735245748,0.589106440078875
2010 Salang avalanches,945,67,114,81,2010-02-10T18:33:42Z,2018-12-16T07:47:59Z,77533.23805555560,3230.55158564815,0.3461104096520760,-74.97,0.009523809523809530,9,6,8,0.75,5,0.043859649122807000,11.6666666666667,0.292519705984018,8.28947368421053,1.40740740740741,0.0352880915155323,0.025073117655773
Alakozai,1025,113,290,162,2007-03-27T23:59:32Z,2019-02-08T02:45:16Z,104042.76222222200,4335.11509259258,0.23365917236885000,-1.52,0.001951219512195120,2,2,2,1.0,13,0.04482758620689660,6.32716049382716,0.236441242759949,3.53448275862069,1.79012345679012,0.066895571122327,0.0373692500752309
Owen J. Baggett,728,70,148,91,2005-10-31T19:33:06Z,2018-08-07T13:19:01Z,111905.76527777800,4662.74021990742,0.2343362193362190,-28.15,0.023351648351648400,17,9,10,0.9,7,0.0472972972972973,8,0.156131366034897,4.91891891891892,1.62637362637363,0.0317409919961054,0.0195164207543621
1954 Alabama Crimson Tide football team,3494,26,40,40,2009-02-19T18:37:37Z,2019-02-16T14:31:02Z,87571.89027777780,3648.82876157408,0.3394085081585080,-133.0,0.008872352604464800,31,13,27,0.48148148148148100,2,0.05,87.35,0.957567545179268,87.35,1,0.0109624218108674,0.0109624218108674
Ancient grains,741,37,156,62,2015-10-18T17:57:07Z,2018-11-28T16:13:40Z,27286.275833333300,1136.928159722220,0.41008191155250000,-120.65,0.016194331983805700,12,3,4,0.75,2,0.01282051282051280,11.9516129032258,0.651756220182852,4.75,2.51612903225806,0.137211835827969,0.0545329091111158
Antonina Khudyakova,497,4,22,20,2018-01-07T20:51:17Z,2019-01-29T23:00:05Z,9290.146666666670,387.089444444445,0.15476190476190500,-29.84,0.008048289738430580,4,4,4,1.0,0,0.0,24.85,1.28394097832686,22.5909090909091,1.1,0.0568344095034021,0.0516676450030928
American foulbrood,935,52,74,61,2005-08-25T21:31:24Z,2018-12-17T02:14:09Z,116668.7125,4861.1964,0.3895749368476640,-2.16,0.0053475935828877,5,2,3,0.6666666666666670,2,0.02702702702702700,15.327868852459,0.192339484332614,12.6351351351351,1.21311475409836,0.0152225902038646,0.0125483513842668
Journal of the National Cancer Institute,911,22,110,46,2010-08-08T22:58:59Z,2019-01-18T22:11:28Z,74039.20805555560,3084.96700231482,0.23148148148148100,-66.11,0.003293084522502740,3,1,2,0.5,1,0.00909090909090909,19.804347826087,0.295302996536568,8.28181818181818,2.39130434782609,0.0356567833359193,0.0149110184859299
Ahmadiyya in Bangladesh,573,52,164,71,2012-01-01T17:02:31Z,2018-12-31T21:19:45Z,61348.28722222220,2556.17863425926,0.2043939393939390,-15.93,0.008726003490401400,5,0,4,0.0,7,0.042682926829268300,8.07042253521127,0.224162737423884,3.49390243902439,2.30985915492958,0.0641582703970627,0.0277758365743381
Edris Allan,2227,9,45,20,2019-02-13T21:53:46Z,2019-03-03T14:49:18Z,424.92555555555600,17.70523148148150,0.3365280897047820,-40.73,0.012123933542882800,27,0,5,0.0,0,0.0,111.35,125.782032408291,49.4888888888889,2.25,2.54162166967808,1.12960963096804
Cynthia Bathurst,1071,28,86,51,2012-01-07T21:28:53Z,2019-02-25T17:47:07Z,62540.30388888890,2605.84599537037,0.3427528410287030,-153.5,0.0,0,0,0,1,1,0.011627906976744200,21,0.410998962295843,12.453488372093,1.68627450980392,0.033002717794064,0.0195713791569449
Journal of the Royal Society of Medicine,687,35,70,56,2007-03-14T12:51:51Z,2019-02-16T16:04:37Z,104571.21277777800,4357.13386574075,0.3225417439703160,-32.21,0.001455604075691410,1,0,0,1,3,0.04285714285714290,12.2678571428571,0.157672456520499,9.81428571428571,1.25,0.016065606923486,0.0128524855387888
American Economic Journal,588,17,27,21,2009-08-31T22:51:55Z,2018-10-15T11:48:33Z,79956.94388888890,3331.53932870370,0.1937166515654890,-31.74,0.0017006802721088400,1,1,1,1.0,0,0.0,28,0.176494989848669,21.7777777777778,1.28571428571429,0.0081043617787654,0.00630339249459531
Black genocide,4646,121,276,199,2014-04-16T06:03:37Z,2019-02-06T22:16:27Z,42184.21388888890,1757.67557870370,0.375567427790789,7.87,0.01248385708136030,58,37,47,0.7872340425531920,54,0.1956521739130440,23.3467336683417,2.64326366952567,16.8333333333333,1.38693467336683,0.157025564526278,0.113217707756265
Annals of Science,775,19,43,23,2011-12-01T01:00:16Z,2018-12-30T00:09:24Z,62063.15222222220,2585.96467592593,0.2874168514412420,-1.15,0.0064516129032258100,5,2,2,1.0,0,0.0,33.695652173913,0.299694735668616,18.0232558139535,1.8695652173913,0.016628224043549,0.00889416634887506
Dale Brown,2378,238,378,306,2004-08-16T07:41:19Z,2019-01-23T08:15:29Z,126552.56944444400,5273.02372685183,0.3479943197104210,10.64,0.00336417157275021,8,1,7,0.14285714285714300,9,0.023809523809523800,7.77124183006536,0.45097464437539,6.29100529100529,1.23529411764706,0.0716856247156844,0.058031220007935
Augusto Severo International Airport,814,100,307,216,2005-09-13T01:48:06Z,2017-07-11T21:44:17Z,103675.93638888900,4319.83068287038,0.2897581585081590,-61.48,0.0085995085995086,7,5,7,0.7142857142857140,4,0.013029315960912100,3.76851851851852,0.188433311339676,2.6514657980456,1.4212962962963,0.0710676002227034,0.0500019597658109
Irene Moorman Blackstone,2696,3,31,10,2019-02-19T23:50:14Z,2019-02-24T08:16:40Z,104.44055555555600,4.35168981481483,0.3692960833204730,-28.65,0.015207715133531200,41,6,8,0.75,0,0.0,269.6,619.529450564647,86.9677419354839,3.1,7.12366949833236,2.29795790268786
Baldwin Beach Express,627,5,17,10,2016-12-20T00:20:23Z,2018-02-09T19:47:29Z,10003.451666666700,416.810486111113,0.2257070707070710,8.71,0.003189792663476870,2,0,0,1,0,0.0,62.7,1.50428077242005,36.8823529411765,1.7,0.0407859220592357,0.0239917188583739
Taras Bulba,1739,302,500,376,2005-07-01T05:48:58Z,2019-03-03T18:59:08Z,119845.16944444400,4993.54872685183,0.3654430787466500,25.26,0.0005750431282346180,1,0,1,0.0,20,0.04,4.625,0.3482493303107,3.478,1.32978723404255,0.100129192153738,0.0752971524996109
Afro-Vincentian,1329,26,67,41,2013-05-14T03:24:44Z,2019-02-11T09:59:41Z,50382.5825,2099.2743,0.2733501133786850,32.7,0.0015048908954100800,2,0,1,0.0,0,0.0,32.4146341463415,0.633075924601524,19.8358208955224,1.63414634146341,0.0319157915337111,0.0195305589982411
Singapore Airlines Cargo,1534,147,453,317,2004-09-20T18:14:00Z,2018-12-24T11:13:45Z,124984.99583333300,5207.70815972221,0.3340963203463200,-33.19,0.013689700130378100,21,13,17,0.7647058823529410,12,0.026490066225165600,4.8391167192429,0.29456335742167,3.38631346578366,1.42902208201893,0.0869864412725009,0.060871306585834
1947 Alabama Crimson Tide football team,3321,24,38,37,2009-12-16T17:44:38Z,2019-02-16T00:32:47Z,80358.8025,3348.2834,0.3089763506031450,-150.35,0.009033423667570010,30,13,28,0.4642857142857140,2,0.05263157894736840,89.7567567567568,0.991851514960044,87.3947368421053,1.02702702702703,0.01134909893661,0.0110504384382781
2013 horse meat scandal,6287,276,967,484,2013-01-16T23:41:41Z,2019-02-10T17:45:54Z,53178.07027777780,2215.75292824074,0.3247585845527020,-76.26,0.017496421186575500,110,67,109,0.6146788990825690,31,0.03205791106515000,12.9896694214876,2.83741021838195,6.50155118924509,1.99793388429752,0.436420499630244,0.218435906743576
Christowell,476,3,6,5,2013-09-15T22:57:46Z,2018-01-05T11:31:11Z,37740.55694444440,1572.52320601852,0.425,14.19,0.0,0,0,0,1,0,0.0,95.2,0.302698235662408,79.3333333333333,1.2,0.00381552397893792,0.0031796033157816
Angewandte Chemie,489,84,138,117,2005-08-23T13:46:06Z,2018-07-13T18:38:05Z,112972.86638888900,4707.20276620371,0.18566666666666700,15.85,0.00408997955010225,2,0,0,1,5,0.036231884057971000,4.17948717948718,0.103883351597019,3.54347826086957,1.17948717948718,0.0293167740703244,0.0248555258422315
Chlorpyrifos,8558,247,534,379,2004-07-13T12:01:35Z,2019-02-21T01:51:03Z,128053.82444444400,5335.57601851850,0.3958191172025170,-64.21,0.01577471371815850,135,24,41,0.5853658536585370,23,0.04307116104868910,22.5804749340369,1.60395053323151,16.0262172284644,1.4089709762533,0.100082914786822,0.0710326305322204
Afghan wedding,755,103,148,113,2009-01-14T20:10:14Z,2018-10-21T21:59:49Z,85609.82638888890,3567.07609953704,0.44134144336676000,45.43,0.0026490066225165600,2,1,2,0.5,16,0.10810810810810800,6.68141592920354,0.211657945872809,5.10135135135135,1.30973451327434,0.0414905642240737,0.0316786064683806
Mohammed Zahir Shah,2835,598,1340,880,2002-04-22T01:37:49Z,2019-03-08T14:26:16Z,147948.8075,6164.5336,0.3829165998610440,-20.67,0.009171075837742510,26,7,20,0.35,78,0.058208955223880600,3.22159090909091,0.45988880309157,2.11567164179104,1.52272727272727,0.217372485411888,0.142752079971986
2013 MercedesCup,473,11,47,26,2013-06-19T16:01:45Z,2018-03-31T20:29:52Z,41908.46861111110,1746.18619212963,0.27129629629629600,-21.44,0.004228329809725160,2,2,2,1.0,0,0.0,18.1923076923077,0.270876039526538,10.063829787234,1.80769230769231,0.0269158009677532,0.0148895920247145
1957 Alabama Crimson Tide football team,3991,24,34,34,2009-02-19T18:38:04Z,2019-02-27T22:11:33Z,87843.55805555560,3660.14825231482,0.2652302528389480,-107.42,0.009270859433725880,37,13,34,0.38235294117647100,1,0.029411764705882400,117.382352941176,1.09039299090575,117.382352941176,1,0.00928924121543358,0.00928924121543358
Journal of the Physical Society of Japan,938,26,49,34,2007-03-25T10:21:56Z,2019-01-31T11:11:31Z,103920.82638888900,4330.03443287038,0.3153130114566280,-12.59,0.0,0,0,0,1,0,0.0,27.5882352941176,0.216626452870538,19.1428571428571,1.44117647058824,0.0113163072395057,0.00785213155394272
Arthur Louis Aaron,1036,94,142,115,2004-06-27T12:36:03Z,2018-08-19T09:55:17Z,123981.32055555600,5165.88835648150,0.28105258938592300,16.33,0.0,0,0,0,1,3,0.02112676056338030,9.00869565217391,0.200546339469408,7.29577464788732,1.23478260869565,0.0274880117805559,0.0222614179912953
Harry C. Aderholt,1187,59,95,78,2009-01-18T21:15:33Z,2019-01-10T20:01:55Z,87454.77277777780,3643.94886574074,0.4333097595473840,10.34,0.004212299915754000,5,3,4,0.75,3,0.031578947368421100,15.2179487179487,0.32574551502624,12.4947368421053,1.21794871794872,0.0260706183045432,0.0214053497658355
The Cricket on the Hearth,1431,150,233,180,2004-12-15T20:47:54Z,2018-12-28T16:31:55Z,123019.7336111110,5125.8222337963,0.4028796897546900,15.01,0.0069881201956673700,10,1,3,0.3333333333333330,7,0.030042918454935600,7.95,0.279174722557667,6.14163090128755,1.29444444444444,0.045456121842024,0.0351163173028512
Atlanta compromise,499,80,121,96,2009-04-09T07:27:26Z,2019-03-01T22:27:53Z,86727.0075,3613.6253,0.26356009070294800,25.42,0.004008016032064130,2,0,2,0.0,13,0.10743801652892600,5.19791666666667,0.138088472613332,4.12396694214876,1.26041666666667,0.0334843791306878,0.0265661189797192
Atlanta Daily World,1096,41,56,48,2007-02-19T22:19:21Z,2019-02-16T17:34:13Z,105115.24777777800,4379.80199074075,0.3165277109721550,-16.98,0.004562043795620440,5,2,4,0.5,1,0.017857142857142900,22.8333333333333,0.250239623233432,19.5714285714286,1.16666666666667,0.0127859661506133,0.0109593995576685
Assis Airport,207,9,22,17,2012-03-30T10:52:11Z,2016-12-17T18:16:06Z,41359.39861111110,1723.30827546296,0.25000000000000000,-299.38,0.014492753623188400,3,1,3,0.3333333333333330,0,0.0,12.1764705882353,0.120117800713509,9.40909090909091,1.29411764705882,0.0127661430710009,0.00986474691850071
Marie-Joseph Angélique,2487,248,454,301,2003-03-23T13:09:45Z,2019-03-08T02:00:18Z,139884.8425,5828.5351,0.44689351419190100,8.75,0.0024125452352231600,6,4,4,1.0,30,0.06607929515418500,8.2624584717608,0.426693835681303,5.47797356828194,1.50830564784053,0.077892642299683,0.0516424787052964
Arlington Municipal Airport (Texas),302,35,55,49,2007-02-25T21:24:58Z,2018-01-26T04:23:23Z,95694.97361111110,3987.29056712963,0.32108516483516500,-76.94,0.0,0,0,0,1,2,0.03636363636363640,6.16326530612245,0.0757406551931839,5.49090909090909,1.12244897959184,0.0137938279325335,0.0122890467035298
High modernism,1862,79,179,110,2005-09-10T21:19:44Z,2018-12-04T17:48:53Z,115988.48583333300,4832.85357638888,0.3759532595325950,-34.71,0.0,0,0,0,1,6,0.0335195530726257,16.9272727272727,0.385279622187786,10.4022346368715,1.62727272727273,0.0370381591684284,0.0227608799359057
Sher Shah Suri,2562,786,1717,1194,2004-07-08T15:37:02Z,2019-03-02T13:08:22Z,128397.52222222200,5349.89675925925,0.40280491481984000,2.69,0.00897736143637783,23,15,19,0.7894736842105260,213,0.12405358182877100,2.14572864321608,0.478887745930024,1.49213744903902,1.43802345058626,0.320940772740769,0.22318187690884
Special journals,1158,58,87,65,2008-04-05T20:13:51Z,2018-10-29T06:02:15Z,92601.80666666670,3858.40861111111,0.44941269841269800,33.07,0.004317789291882560,5,5,5,1.0,9,0.10344827586206900,17.8153846153846,0.300123734086974,13.3103448275862,1.33846153846154,0.0225481561878814,0.0168463235886471
Anthropological Theory,165,10,20,14,2011-10-28T14:40:48Z,2019-02-25T00:44:48Z,64234.066666666700,2676.419444444450,0.24687500000000000,-40.61,0.0,0,0,0,1,0,0.0,11.7857142857143,0.061649529688815,8.25,1.42857142857143,0.00747267026531092,0.00523086918571764
American Sociological Review,524,52,130,77,2006-07-18T20:59:59Z,2019-02-22T04:14:42Z,110431.24527777800,4601.30188657408,0.1726494859307360,-2.44,0.0057251908396946600,3,1,1,1.0,0,0.0,6.80519480519481,0.113880813064875,4.03076923076923,1.68831168831169,0.0282528734702934,0.0167343942862507
Adamowicz brothers,729,45,76,54,2005-03-13T00:27:17Z,2018-10-02T08:54:55Z,118832.46055555600,4951.35252314817,0.38038218000904600,-38.84,0.0,0,0,0,1,3,0.039473684210526300,13.5,0.147232497906751,9.59210526315789,1.40740740740741,0.0153493413455598,0.0109061109560556
Agrigento Airfield,270,13,16,16,2009-08-04T16:20:27Z,2017-05-24T22:55:57Z,68406.59166666670,2850.27465277778,0.24615384615384600,4.35,0.0,0,0,0,1,0,0.0,16.875,0.0947277132527798,16.875,1,0.00561349411868325,0.00561349411868325
Airfield traffic pattern,1564,150,227,176,2003-09-11T10:00:34Z,2018-11-20T14:28:58Z,133180.47333333300,5549.18638888888,0.38905215419501100,16.59,0.0019181585677749400,3,2,2,1.0,11,0.048458149779735700,8.88636363636364,0.281843119043828,6.88986784140969,1.28977272727273,0.040906897712883,0.0317163612223234
Flybmi,2144,312,789,516,2005-06-04T18:28:45Z,2019-02-21T20:52:34Z,120242.39694444400,5010.09987268517,0.28103912456591000,-31.33,0.011194029850746300,24,5,18,0.2777777777777780,41,0.051964512040557700,4.15503875968992,0.427935581022843,2.71736375158428,1.52906976744186,0.157481890590962,0.102991958865572
JAMA (journal),1233,185,388,279,2004-03-21T16:33:17Z,2019-02-21T03:52:26Z,130787.31916666700,5449.47163194446,0.17001858204688400,-41.99,0.016220600162206,20,10,14,0.7142857142857140,20,0.05154639175257730,4.41935483870968,0.226260467670339,3.17783505154639,1.39068100358423,0.0711995632247296,0.0511976240713906
1944 Alabama Crimson Tide football team,3310,27,46,44,2009-12-16T17:43:30Z,2019-02-15T21:55:36Z,80356.20166666670,3348.17506944445,0.3033230632536190,-154.28,0.008761329305135950,29,11,27,0.4074074074074070,2,0.043478260869565200,75.2272727272727,0.988598245715155,71.9565217391304,1.04545454545455,0.0137388275839568,0.0131414872542196
Debra Austin (dancer),848,13,64,27,2016-08-02T05:20:35Z,2019-02-05T11:43:53Z,22014.388333333300,917.266180555554,0.2986503972218260,-51.43,0.01061320754716980,9,0,1,0.0,1,0.015625,31.4074074074074,0.924486281055732,13.25,2.37037037037037,0.0697725495136402,0.0294352943260669
American Lamancha goat,2703,72,153,97,2004-03-19T20:23:32Z,2019-03-01T17:40:55Z,131037.28972222200,5459.88707175925,0.3707769404960410,22.49,0.0059193488716241200,16,9,16,0.5625,9,0.058823529411764700,27.8659793814433,0.495065184402991,17.6666666666667,1.57731958762887,0.0280225576077165,0.0177659352153497
StarFlyer,1461,129,313,214,2005-09-11T11:33:06Z,2019-02-23T08:41:32Z,117909.14055555600,4912.88085648150,0.20903879903879900,-43.31,0.010951403148528400,16,14,15,0.9333333333333330,4,0.012779552715655000,6.82710280373832,0.297381524746834,4.66773162939297,1.46261682242991,0.0637100734057214,0.0435589639259565
Afghana,917,56,249,108,2011-06-21T08:03:25Z,2019-01-31T19:11:21Z,66755.13222222220,2781.46384259259,0.2831232492997200,-19.25,0.003271537622682660,3,1,3,0.3333333333333330,29,0.11646586345381500,8.49074074074074,0.329682516794922,3.68273092369478,2.30555555555556,0.0895212068505295,0.0388284752604706
